CENTRO DE COSTO,AREA,UNIDAD,SUBUNIDAD,SEDE,OFICINA / AREA,UBICACIÓN,MODELO INSTALADO,SERIE,IP,DIRECCION,DISTRITO,PROVINCIA,DEPARTAMENTO,OWNER,TIPO
521,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Strip Center Proceres,Plataforma,MX722adhe,7464111124795,118.207.6.68,Av Proceres 1002 Urb los Proceres,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
521,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Strip Center Proceres,Gerencia,MX722adhe,74641111247BZ,118.207.6.69,Av Proceres 1002 Urb los Proceres,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
554,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Open Plaza Piura,Sub Gerencia,MX722adhe,74641050242R1,118.207.10.68,av Andrés Avelino Caceres 147,Castilla,Piura,Piura,Lexmark,Contrato 2021
554,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Open Plaza Piura,Plataforma,MX722adhe,74641050242R2,118.207.10.69,av Andrés Avelino Caceres 147,Castilla,Piura,Piura,Lexmark,Contrato 2021
564,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Plaza Butters,Sub Gerencia,MX722adhe,746411112474C,118.207.12.68,pz Butters 301,Barranco,Lima,Lima,Lexmark,Contrato 2021
564,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Plaza Butters,Plataforma,MX722adhe,74641101246CR,118.207.12.69,pz Butters 301,Barranco,Lima,Lima,Lexmark,Contrato 2021
566,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Metro Plaza Castilla,Sub Gerencia,MX722adhe,74641050242V0,118.207.14.68,av Alfonso Ugarte 279 293,Lima,Lima,Lima,Lexmark,Contrato 2021
566,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Metro Plaza Castilla,Plataforma,MX722adhe,7464102024171,118.207.14.69,av Alfonso Ugarte 279 293,Lima,Lima,Lima,Lexmark,Contrato 2021
584,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Real Plaza Juliaca,Operaciones,MX722adhe,74641050242VK,118.207.16.68,Jr Tumbes 499,Juliaca,San Roman,Puno,Lexmark,Contrato 2021
584,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Real Plaza Juliaca,Creditos,MX722adhe,74641050242W7,118.207.16.69,Jr Tumbes 499,Juliaca,San Roman,Puno,Lexmark,Contrato 2021
597,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Pichanaqui,Operaciones,MX722adhe,74641020241BG,118.207.18.68,Jr Independencia Mz R SubLte 13A,Pichanaqui,Chanchamayo,Junin,Lexmark,Contrato 2021
597,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Pichanaqui,Gerencia,MX722adhe,746410202415G,118.207.18.69,Jr Independencia Mz R SubLte 13A,Pichanaqui,Chanchamayo,Junin,Lexmark,Contrato 2021
609,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia San Rafael,Sub Gerencia,MX722adhe,74641050242VW,118.207.20.68,av Colonial 1381,Lima,Lima,Lima,Lexmark,Contrato 2021
609,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia San Rafael,Plataforma,MX722adhe,7464102024185,118.207.20.69,av Colonial 1381,Lima,Lima,Lima,Lexmark,Contrato 2021
614,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Separadora  Industrial,Sala Prime,MX432adwe,701941340M3ZG,118.205.56.70,av la Molina 540,La Molina,Lima,Lima,Lexmark,Contrato 2021
614,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Separadora  Industrial,Sub Gerencia,MX722adhe,746411112479N,118.205.56.68,av la Molina 540,La Molina,Lima,Lima,Lexmark,Contrato 2021
614,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Separadora  Industrial,Plataforma,MX722adhe,74641111247B0,118.205.56.69,av la Molina 540,La Molina,Lima,Lima,Lexmark,Contrato 2021
615,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja Sur,Sala Prime,MX522adhe,701701030LK7H,118.207.22.70,av San Luis 2599,San Borja,Lima,Lima,Lexmark,Contrato 2021
615,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja Sur,Sub Gerencia,MX722adhe,74641111247BY,118.207.22.68,av San Luis 2599,San Borja,Lima,Lima,Lexmark,Contrato 2021
615,Banca Comercial,Gt Lima Residencial,Gt Lima Residencial,Lima,Agencia San Borja Sur,Gerencia,MX722adhe,74641101246GZ,118.207.22.69,av San Luis 2599,San Borja,Lima,Lima,Lexmark,Contrato 2021
616,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Angamos Este,Plataforma,MX722adhe,7464049023WXT,118.207.24.68,av Angamos este 215 227,Miraflores,Lima,Lima,Lexmark,Contrato 2021
616,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Angamos Este,Plataforma,MX722adhe,74641020241DK,118.207.24.69,av Angamos este 215 227,Miraflores,Lima,Lima,Lexmark,Contrato 2021
621,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Moquegua,Sub Gerencia,MX722adhe,7464939022R1N,118.207.234.68,Av Circunvalacion Lt 1B Sub Lt 1,Moquegua,Mariscal Nieto,Moquegua,Lexmark,Contrato 2021
621,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Moquegua,Plataforma,MX722adhe,7464939022P91,118.207.234.69,Av Circunvalacion Lt 1B Sub Lt 1,Moquegua,Mariscal Nieto,Moquegua,Lexmark,Contrato 2021
627,Banca Comercial,Gt Centro,Gt Centro,Lima,Contenedor Sedapal,Sub Gerencia,MX722adhe,74641030241YN,118.207.28.68,Autopista Ramiro Priale Km 1,El Agustino,Lima,Lima,Lexmark,Contrato 2021
628,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Satipo,Operaciones,MX722adhe,74641030241Z9,118.207.30.68,Jr Manuel Prado 217,Satipo,Satipo,Junin,Lexmark,Contrato 2021
628,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Satipo,Banca Empresa,MX722adhe,7464103024210,118.207.30.69,Jr Manuel Prado 217,Satipo,Satipo,Junin,Lexmark,Contrato 2021
643,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Tarma,Operaciones,MX722adhe,7464102024188,118.207.32.68,Jiron Arequipa 301,Tarma,Tarma,Junin,Lexmark,Contrato 2021
643,Banca Comercial,Gt Centro,Gt Centro,Provincia,Agencia Tarma,Banca Empresa,MX722adhe,7464102024160,118.207.32.69,Jiron Arequipa 301,Tarma,Tarma,Junin,Lexmark,Contrato 2021
645,Banca Comercial,Division Lima Oeste,Division Lima Oeste,Lima,Agencia Division Lima Oeste,Sala Prime,MX522adhe,701701030LKB4,118.205.52.70,Av. 2 De Mayo 1198 Esq. Los Robles; San Isidro(11 Javier Prado Oeste),San Isidro,Lima,Lima,Lexmark,Contrato 2021
648,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Chota,Sub Gerencia,MX722adhe,7464939022PYT,118.207.36.68,av Anaximandro Vega 413 417,Chota,Chota,Cajamarca,Lexmark,Contrato 2021
648,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Chota,Plataforma,MX722adhe,7464939022R5W,118.207.36.69,av Anaximandro Vega 413 417,Chota,Chota,Cajamarca,Lexmark,Contrato 2021
659,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Sebastian Barranca,Sala Prime,MX522adhe,701701030LK00,118.207.40.70,av Iquitos 795 799,La Victoria,Lima,Lima,Lexmark,Contrato 2021
659,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Sebastian Barranca,Sub Gerencia,MX722adhe,74641020241D0,118.207.40.68,av Iquitos 795 799,La Victoria,Lima,Lima,Lexmark,Contrato 2021
659,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia Sebastian Barranca,Plataforma,MX722adhe,74641020241D4,118.207.40.69,av Iquitos 795 799,La Victoria,Lima,Lima,Lexmark,Contrato 2021
661,Banca Institucional,Banca Institucional,Banca Institucional,Sede Central,Sede Central Bbva,Banca Institucional,MX722adhe,7464049023WVP,118.220.54.4,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
667,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Piura,Sub Gerencia,MX722adhe,7464102024198,118.207.42.68,av Sanchez Cerro Sub Lote N 234 239,Piura,Piura,Piura,Lexmark,Contrato 2021
667,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Real Plaza Piura,Plataforma,MX722adhe,746410302421T,118.207.42.69,av Sanchez Cerro Sub Lote N 234 239,Piura,Piura,Piura,Lexmark,Contrato 2021
668,Banca Comercial,Gt Norte,Gt Norte,Provincia,Gerencia Territorial Norte,Gerencia,MX722adhe,746410302421Z,118.205.2.76,Jr Pizarro 620 2 P,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
668,Banca Comercial,Gt Norte,Gt Norte,Provincia,Gerencia Territorial Norte,Gerencia,MX722adhe,7464939022R35,118.205.2.77,Jr Pizarro 620 2 P,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
679,Engineering,Corporate Security,Corporate Security,Sede Central,Sede Central Bbva,Informes Juridicos,MS826de,4064939019DX7,118.220.52.102,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Swift,MS826de,4064939019DKW,118.220.52.126,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Corona,MS826de,40649370198F9,118.220.53.166,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Enterprise Services,MX522adhe,701701130LPBT,118.220.23.154,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Open Space,MX722adhe,74641101246CW,118.220.30.195,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Operaciones Centralizadas,MX722adhe,7464049023X0M,118.220.52.76,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Servicios Juridicos,MX722adhe,7464049023WVD,118.220.53.216,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Lima,Agencia Miraflores,Site Alterno,MX722adhe,746410202415C,118.225.12.12,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Lima,Agencia Miraflores,Site Alterno,MX722adhe,7464102024184,118.225.12.13,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Lima,Agencia Miraflores,Site Alterno,MX722adhe,74641020241B4,118.225.12.14,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Banca Remota,MX722adhe,746410202417C,118.220.53.135,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Gerencia General,CX833se,7566433010NB6,118.220.53.122,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2025
679,Engineering,Engineering,Engineering,Lima,Agencia Miraflores,Site Alterno,MX722adhe,74641020241B8,118.225.11.12,av Larco 1204,Miraflores,Lima,Lima,Lexmark,Contrato 2021
679,Global Operations,Post-Trade Services,Post-Trade Services,Lima,BANCA EMPRESAS LIMA 1,Site Alterno,MX722adhe,74641050242TN,118.225.11.11,av Diego Ferrer 391,Miraflores,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Gerencia General,CX431adw,350025023L7WV,10.17.176.10,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Banca Empresas e Instituciones,CX625adhe,75299291450NW,118.220.53.103,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Laboratorio Casg Handling,MX522adhe,701701130LPT1,118.220.53.26,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Open Space,MX522adhe,701701030LKGT,118.220.53.71,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Adenda 4
679,Engineering,Engineering,Engineering,Sede Central,Sede Central Bbva,Comercio Exterior,MX722adhe,74641030241ZW,118.220.54.5,Av Republica de Panama 3055,San Isidro,Lima,Lima,Lexmark,Contrato 2021
688,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Gcia Territorial Sur,Territorial,MX722adhe,7464939022PM6,118.206.34.73,av del Ejercito 710 2 P,Yanahuara,Arequipa,Arequipa,Lexmark,Contrato 2021
688,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Gcia Territorial Sur,Gerencia Territorial,MX722adhe,7464939022PRY,118.206.34.74,av del Ejercito 710 2 P,Yanahuara,Arequipa,Arequipa,Lexmark,Contrato 2021
712,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Mall Av Pza Sta Anita,Sub Gerencia,MX722adhe,74641101246DW,118.207.44.68,av Carretera Central 111,Santa Anita,Lima,Lima,Lexmark,Contrato 2021
712,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Mall Av Pza Sta Anita,Plataforma,MX722adhe,746411112476K,118.207.44.69,av Carretera Central 111,Santa Anita,Lima,Lima,Lexmark,Contrato 2021
713,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Caminos Del Inca,Sub Gerencia,MX722adhe,7464103024214,118.207.46.68,av Caminos del Inca 252 256,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
713,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Caminos Del Inca,Gerencia,MX722adhe,7464103024223,118.207.46.69,av Caminos del Inca 252 256,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
713,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Universidad San Pablo,Sub Gerencia,MX722adhe,7464049023X12,118.207.62.68,URB LA CAMPINA PAISAJISTA SN,Arequipa,Arequipa,Arequipa,Lexmark,Contrato 2021
716,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Santa Cruz,Sala Prime,MX432adwe,701941340M409,118.205.58.69,av Santa Cruz 695,Miraflores,Lima,Lima,Lexmark,Contrato 2021
716,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Santa Cruz,Sub Gerencia,MX722adhe,74641020241CF,118.205.58.68,av Santa Cruz 695,Miraflores,Lima,Lima,Lexmark,Contrato 2021
716,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Santa Cruz,Plataforma,MX722adhe,74641020241BT,118.205.58.70,av Santa Cruz 695,Miraflores,Lima,Lima,Lexmark,Contrato 2021
717,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Bustamante Y Rivero,Plataforma,MX722adhe,7464939022PXW,118.207.48.68,Coop Vvda Lanificio Mz E Sub Lt 6A,Jose Luis Bustamante y Rivero,Arequipa,Arequipa,Lexmark,Contrato 2021
717,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Bustamante Y Rivero,Plataforma,MX722adhe,7464939022PZF,118.207.48.69,Coop Vvda Lanificio Mz E Sub Lt 6A,Jose Luis Bustamante y Rivero,Arequipa,Arequipa,Lexmark,Contrato 2021
732,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Salaverry,Sala Prime,MX432adwe,701941340M3RC,118.207.50.69,av Salaverry 3230,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
732,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Salaverry,Sub Gerencia,MX722adhe,74641101246K5,118.207.50.68,av Salaverry 3230,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
737,Banca Comercial,Gt Miraflores,Gt Miraflores,Lima,Agencia Staff División Miraflores,Sub Gerencia,MX722adhe,74641020241BM,118.205.6.71,"Av. Larco 631, Miraflores (Shell) (Parque Keneddy)",Miraflores,Lima,Lima,Lexmark,Contrato 2021
750,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Cc Real Pza Sta Clara,Sub Gerencia,MX722adhe,74641101246DV,118.207.56.68,av Nicolas Ayllon 8694,Ate,Lima,Lima,Lexmark,Contrato 2021
750,Banca Comercial,Gt Centro,Gt Centro,Lima,Agencia Cc Real Pza Sta Clara,Banca Negocio,MX722adhe,74641101246GX,118.207.56.69,av Nicolas Ayllon 8694,Ate,Lima,Lima,Lexmark,Contrato 2021
751,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc El Trigal,Sala Prime,MX432adwe,701941340M40B,118.207.58.70,c los Antares 318,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
751,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc El Trigal,Sub Gerencia,MX722adhe,746411112475D,118.207.58.68,c los Antares 318,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
751,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Cc El Trigal,Banca Negocio,MX722adhe,746411112477D,118.207.58.69,c los Antares 318,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
752,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia San Felipe Comas,Ventanilla,MX722adhe,746410202419R,118.207.60.68,AV UNIVERSITARIA 10583 10587,Comas,Lima,Lima,Lexmark,Contrato 2021
752,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia San Felipe Comas,Gerencia,MX722adhe,7464049023WZP,118.207.60.69,AV UNIVERSITARIA 10583 10587,Comas,Lima,Lima,Lexmark,Contrato 2021
760,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Floresta,Sub Gerencia,MX722adhe,74641020241BF,118.207.64.68,av Primavera 606,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
760,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Floresta,Plataforma,CX625adhe,7529902141TTB,118.207.64.69,av Primavera 606,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
763,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia El Pedregal,Sub Gerencia,MX722adhe,7464939022P89,118.207.66.68,c Zamacola Mz G Lote 1 Urb,Majes,Caylloma,Arequipa,Lexmark,Contrato 2021
763,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia El Pedregal,Atencion al Cliente,MX722adhe,7464939022PBT,118.207.66.69,c Zamacola Mz G Lote 1 Urb,Majes,Caylloma,Arequipa,Lexmark,Contrato 2021
764,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Mall Av Pza Arequipa,Sub Gerencia,MX722adhe,7464939022P9T,118.207.68.68,av Porongoche 500,Arequipa,Arequipa,Arequipa,Lexmark,Contrato 2021
764,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Mall Av Pza Arequipa,Plataforma,MX722adhe,7464939022PWP,118.207.68.69,av Porongoche 500,Arequipa,Arequipa,Arequipa,Lexmark,Contrato 2021
766,Asset Management&Global Wealth,Banca Privada Cs,Banca Privada Cs,Lima,Agencia Premium El Polo,Sub Gerencia,CX625adhe,75299291450T3,118.207.70.68,av el Polo 670 7 P Block C,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
766,Asset Management&Global Wealth,Banca Privada Cs,Banca Privada Cs,Lima,Agencia Premium El Polo,Comercial,MX722adhe,7464939022PVD,118.207.70.69,av el Polo 670 7 P Block C,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
766,Asset Management&Global Wealth,Banca Privada Cs,Banca Privada Cs,Lima,Agencia Premium El Polo,Recepcion,MX722adhe,7464939022PC4,118.207.70.70,av el Polo 670 7 P Block C,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
778,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Cerro Colorado,Sub Gerencia,MX722adhe,7464939022R34,118.207.72.68,av Aviacion 602,Cerro Colorado,Arequipa,Arequipa,Lexmark,Contrato 2021
778,Banca Comercial,Gt Sur,Gt Sur,Provincia,Agencia Cerro Colorado,Plataforma,MX722adhe,7464939022R1P,118.207.72.69,av Aviacion 602,Cerro Colorado,Arequipa,Arequipa,Lexmark,Contrato 2021
787,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Montegrande,Sub Gerencia,MX722adhe,74641101246CM,118.207.74.68,c Monte Grande 133,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
787,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Montegrande,Banca Negocio,MX722adhe,74641111247C2,118.207.74.69,c Monte Grande 133,Santiago de Surco,Lima,Lima,Lexmark,Contrato 2021
791,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Rotonda,Sub Gerencia,MX722adhe,74641101246C8,118.207.76.68,Av La Fontana 371,La Molina,Lima,Lima,Lexmark,Contrato 2021
791,Banca Comercial,Gt Surco La Molina,Gt Surco La Molina,Lima,Agencia Rotonda,Plataforma,MX722adhe,74641101246KV,118.207.76.69,Av La Fontana 371,La Molina,Lima,Lima,Lexmark,Contrato 2021
796,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Metro Santa Elena,Sub Gerencia,MX722adhe,7464102024170,118.207.80.68,av Juan Tomas Stack 250,Chiclayo,Chiclayo,Lambayeque,Lexmark,Contrato 2021
796,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Metro Santa Elena,Plataforma,MX722adhe,746410302420W,118.207.80.69,av Juan Tomas Stack 250,Chiclayo,Chiclayo,Lambayeque,Lexmark,Contrato 2021
797,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Barrio Comercio,Operaciones,MX722adhe,74641050242V9,118.207.82.68,Jr Tahuantinsuyo 298C2,Tarapoto,San Martin,San Martin,Lexmark,Contrato 2021
797,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Barrio Comercio,Sub Gerencia,MX722adhe,74641050242V7,118.207.82.69,Jr Tahuantinsuyo 298C2,Tarapoto,San Martin,San Martin,Lexmark,Contrato 2021
827,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Plaza De Armas Huanuco,Gerencia,MX722adhe,74641050242VH,118.207.84.68,Jr DOS De Mayo 1137,Huanuco,Huanuco,Huanuco,Lexmark,Contrato 2021
827,Banca Comercial,Gt Oriente,Gt Oriente,Provincia,Agencia Plaza De Armas Huanuco,Comercial,MX722adhe,746410202419G,118.207.84.69,Jr DOS De Mayo 1137,Huanuco,Huanuco,Huanuco,Lexmark,Contrato 2021
832,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia El Sol,Banca Negocio,MX722adhe,7464103024201,118.207.86.68,av Proceres Independ 2704 2708,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
832,Banca Comercial,Gt Lima Centro,Gt Lima Centro,Lima,Agencia El Sol,Banca Negocio,MX722adhe,74641050242TM,118.207.86.69,av Proceres Independ 2704 2708,San Juan de Lurigancho,Lima,Lima,Lexmark,Contrato 2021
841,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Especial Senati,Sub Gerencia,MX432adwe,701941340M3MB,118.207.88.68,av Alfredo Mendiola 3520,Independencia,Lima,Lima,Lexmark,Contrato 2021
842,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Carabayllo,Ventanilla,MX722adhe,746411112475X,118.207.90.68,av Tupac Amaru 3368,Carabayllo,Lima,Lima,Lexmark,Contrato 2021
842,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia Carabayllo,Plataforma,MX722adhe,746411112477G,118.207.90.69,av Tupac Amaru 3368,Carabayllo,Lima,Lima,Lexmark,Contrato 2021
843,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Ovalo Papal,Atencion al Cliente,MX722adhe,74641050242VV,118.207.92.68,Mz J Lote 01 Local 1088,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
843,Banca Comercial,Gt Norte,Gt Norte,Provincia,Agencia Ovalo Papal,Atencion al Cliente,MX722adhe,74641050242RL,118.207.92.69,Mz J Lote 01 Local 1088,Trujillo,Trujillo,La Libertad,Lexmark,Contrato 2021
847,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia El Retablo,Plataforma,MX722adhe,74641020241BW,118.207.96.68,Av. Los Angeles 602,Comas,Lima,Lima,Lexmark,Contrato 2021
847,Banca Comercial,Gt Norte Chico,Gt Norte Chico,Lima,Agencia El Retablo,Gerencia,MX722adhe,7464102024196,118.207.96.69,Av. Los Angeles 602,Comas,Lima,Lima,Lexmark,Contrato 2021
849,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Cedros De Villa,Sub Gerencia,MX722adhe,746410202416Z,118.207.98.68,Av Alameda Sur Esq Av Sn Marcos,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
849,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Cedros De Villa,Plataforma,MX722adhe,74641050242RK,118.207.98.69,Av Alameda Sur Esq Av Sn Marcos,Chorrillos,Lima,Lima,Lexmark,Contrato 2021
857,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Valle Sharon,Sala Prime,MX432adwe,701941340M401,118.207.100.69,av Victor Castro Iglesias 790,San Juan de Miraflores,Lima,Lima,Lexmark,Contrato 2021
857,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Valle Sharon,Plataforma,MX722adhe,74641101246L7,118.207.100.68,av Victor Castro Iglesias 790,San Juan de Miraflores,Lima,Lima,Lexmark,Contrato 2021
868,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Mala,Plataforma,MX722adhe,74641020241CH,118.207.102.68,Jr Real 305,Mala,Cañete,Lima,Lexmark,Contrato 2021
868,Banca Comercial,Gt Sur Chico,Gt Sur Chico,Lima,Agencia Mala,Plataforma,MX722adhe,746410202419P,118.207.102.69,Jr Real 305,Mala,Cañete,Lima,Lexmark,Contrato 2021
876,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Javier Prado Oeste,Sala Prime,MX522adhe,701701030LK7L,118.207.106.69,av Javier Prado ote 604,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
876,Banca Comercial,Gt Lince,Gt Lince,Lima,Agencia Javier Prado Oeste,Sub Gerencia,MX722adhe,746411112478L,118.207.106.68,av Javier Prado ote 604,Magdalena del Mar,Lima,Lima,Lexmark,Contrato 2021
